name	description	ver	filename	type	status	purpose	Package	WBS	WBS Description	Discipline	Discipline Code Description	Source
DSOT-DW-2400-EL-90851	JIGS HYDRAULIC UNIT 1 PUMP UNIT 1 MOTOR CONTROL SCHEMATIC 400-HPP-01-M1 - _1	1	DSOT-DW-2400-EL-9085_1	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90840	PORTABLE HYDRAULIC INCHING DRIVE MOTOR CONTROL SCHEMATIC 400-ROM-01-M2 - _0	0	DSOT-DW-2400-EL-9084_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90830	JIGS TRANSFER CONVEYOR MOTOR CONTROL SCHEMATIC 400-CVO-02-M1 - _0	0	DSOT-DW-2400-EL-9083_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90820	JIGS CONCENTRATE CONVEYOR MOTOR CONTROL SCHEMATIC 400-CVO-01-M1 - _0	0	DSOT-DW-2400-EL-9082_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90810	ROD MILL GEAR LUBRICATION UNIT MOTOR CONTROL SCHEMATIC 400-LOU-03-M1 - _0	0	DSOT-DW-2400-EL-9081_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90800	JIGS REFUSE CONVEYOR MOTOR CONTROL SCHEMATIC 400-CVO-03-M1 - _0	0	DSOT-DW-2400-EL-9080_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90790	JIGGS SCREENS TRANSFER PUMP MOTOR CONTROL SCHEMATIC 400-SLP-01-M1 - _0	0	DSOT-DW-2400-EL-9079_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90780	JIGGS AREA SUMP PUMP MOTOR CONTROL SCHEMATIC 400-SUP-01-M1 - _0	0	DSOT-DW-2400-EL-9078_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-90770	ROD MILL PNEUMATIC ROD CHANGER MOTOR CONTROL SCHEMATIC 400-RCH-01 - _0	0	DSOT-DW-2400-EL-9077_0	Plan Drawing	Draft	Construction	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-0228-03	AREA 2400 GRAVITY SEPARATION JIGS - LIGHTING - PLAN VIEW - SHEET 3 - _A	A	DSOT-DW-2400-EL-0228-03_A	Plan Drawing	Draft	Review - TSMC	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-0228-02	AREA 2400 GRAVITY SEPARATION JIGS - LIGHTING - PLAN VIEW - SHEET 2 - _A	A	DSOT-DW-2400-EL-0228-02_A	Plan Drawing	Draft	Review - TSMC	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-0228-01	AREA 2400 GRAVITY SEPARATION JIGS - LIGHTING - PLAN VIEW - SHEET 1 - _A	A	DSOT-DW-2400-EL-0228-01_A	Plan Drawing	Draft	Review - TSMC	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-0002A	DRUM SCRUBBER & SECONDARY CRUSHING - GENERAL ARRANGEMENT - AREA 2400 TO 2600 - CABLE TRAY LAYOUT EL. 679235 - _A	A	DSOT-DW-2400-EL-0002_A	General Arrangement	Draft	Review - TSMC	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-EL-0001A	DRUM SCRUBBER & SECONDARY CRUSHING - GENERAL ARRANGEMENT - AREA 2400 TO 2600 - CABLE TRAY LAYOUT EL. 693600 TO EL. 696150 - _A	A	DSOT-DW-2400-EL-0001_A	General Arrangement	Draft	Review - TSMC	Fine Jigs Area - Electrical	2400	Gravity Separation - Fine Jigs	EL	Electrical	AECOM
DSOT-DW-2400-IC-87251	AREA 2400-GREASE LUBRIFICATION SYSTEM - PACKAGE INTERCONNECTION - 2400-LOU-02 - _1	1	DSOT-DW-2400-IC-8725_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87241	AREA 2400-GEAR SPRARY SYSTEM - PACKAGE INTERCONNECTION - 2400-LOU-01 - _1	1	DSOT-DW-2400-IC-8724_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87231	AREA 2400 - BALL MILL - PACKAGE INTERCONNECTION - 2400-HK-2602 - _1	1	DSOT-DW-2400-IC-8723_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87221	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-HK-2361 - _1	1	DSOT-DW-2400-IC-8722_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87211	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-HK-2353 - _1	1	DSOT-DW-2400-IC-8721_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87201	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-HK-2345 - _1	1	DSOT-DW-2400-IC-8720_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87191	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-HK-2161 - _1	1	DSOT-DW-2400-IC-8719_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87181	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-HK-2153 - _1	1	DSOT-DW-2400-IC-8718_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87171	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-HK-2145 - _1	1	DSOT-DW-2400-IC-8717_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87161	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-02-OP - _1	1	DSOT-DW-2400-IC-8716_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87151	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-01-OP - _1	1	DSOT-DW-2400-IC-8715_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8714-02	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-02-JB-01 SHEET 2 OF 2 - _1	1	DSOT-DW-2400-IC-8714-02_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8714-01	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-02-JB-01 SHEET 1 OF 2 - _1	1	DSOT-DW-2400-IC-8714-01_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8713-02	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-01-JB-01 SHEET 2 OF 2 - _1	1	DSOT-DW-2400-IC-8713-02_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8713-01	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-01-JB-01 SHEET 1 OF 2 - _1	1	DSOT-DW-2400-IC-8713-01_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87120	AREA 2400 - GRAVITY SEPARATION FINE JIGS - PACKAGE INTERCONNECTION - 2400-VIS-02-CP - _0	0	DSOT-DW-2400-IC-8712_0	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8711-04	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-02-CP SHEET 4 OF 4 - _1	1	DSOT-DW-2400-IC-8711-04_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8711-03	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-02-CP SHEET 3 OF 4 - _2	2	DSOT-DW-2400-IC-8711-03_2	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8711-02	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-02-CP SHEET 2 OF 4 - _1	1	DSOT-DW-2400-IC-8711-02_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8711-01	AREA 2400-GRAVITY SEPERATION-FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-02-CP SHEET 1 OF 4 - _1	1	DSOT-DW-2400-IC-8711-01_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87101	AREA 2400-BALL MILL - PACKAGE INTERCONNECTION - 2400-BAM-01-JBA-01 - _1	1	DSOT-DW-2400-IC-8710_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87091	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-ROM-01-JB-02 - _1	1	DSOT-DW-2400-IC-8709_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87081	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-ROM-01-JB-01 - _1	1	DSOT-DW-2400-IC-8708_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87071	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-HPP-02-JB-01 - _1	1	DSOT-DW-2400-IC-8707_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87061	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-HPP-01-JB-01 - _1	1	DSOT-DW-2400-IC-8706_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87051	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-VIF-02-CP - _1	1	DSOT-DW-2400-IC-8705_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87040	AREA 2400 - GRAVITY SEPARATION FINE JIGS - PACKAGE INTERCONNECTION - 2400-VIS-01-CP - _0	0	DSOT-DW-2400-IC-8704_0	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8703-04	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-01-CP SHEET 4 OF 4 - _1	1	DSOT-DW-2400-IC-8703-04_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8703-03	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-01-CP SHEET 3 OF 4 - _2	2	DSOT-DW-2400-IC-8703-03_2	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8703-02	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-01-CP SHEET 2 OF 4 - _1	1	DSOT-DW-2400-IC-8703-02_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8703-01	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-JIG-01-CP SHEET 1 OF 4 - _1	1	DSOT-DW-2400-IC-8703-01_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-87021	AREA 2400-GRAVITY SEPERATION - FINE JIGS - PACKAGE INTERCONNECTION - 2400-VIF-01-CP - _1	1	DSOT-DW-2400-IC-8702_1	Connection	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-81631	AREA 2400 - GRAVITY SEPARATION_FINE JIGS - JUNCTION BOX - 2400-PBO-01-JBA-01 - _1	1	DSOT-DW-2400-IC-8163_1	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8162-01	AREA 2400 - GRAVITY SEPARATION_FINE JIGS - JUNCTION BOX - 2400-PBO-01-PCP-01 - _2	2	DSOT-DW-2400-IC-8162-01_2	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-81611	AREA 2400 - GRAVITY SEPARATION-FINE JIGS - JUNCTION BOX - 2400-BIN-02-JBA-01 - _1	1	DSOT-DW-2400-IC-8161_1	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-81601	AREA 2400 - GRAVITY SEPARATION-FINE JIGS - JUNCTION BOX - 2400-CVO-03-JBD-01 - _1	1	DSOT-DW-2400-IC-8160_1	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-81591	AREA 2400 - GRAVITY SEPARATION-FINE JIGS - JUNCTION BOX - 2400-CVO-02-JBD-01 - _1	1	DSOT-DW-2400-IC-8159_1	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-81581	AREA 2400 - GRAVITY SEPARATION-FINE JIGS - JUNCTION BOX - 2400-CVO-01-JBD-01 - _1	1	DSOT-DW-2400-IC-8158_1	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-81571	AREA 2400 - GRAVITY SEPARATION-FINE JIGS - JUNCTION BOX - 2400-BIN-01-JBA-01 - _1	1	DSOT-DW-2400-IC-8157_1	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-81401	AREA 2400 - GRAVITY SEPARATION-FINE JIGS - JUNCTION BOX - 2400-BAM-01-JBD-01 - _1	1	DSOT-DW-2400-IC-8140_1	Junction Box	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8120B	"PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION - FINE JIGS - PLAN VIEW 683350, 686200, 690280, 693600 - INSTRUMENT LOCATION - _B"	B	DSOT-DW-2400-IC-8120_B	Instrument Location	Draft	Review - TSMC	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8119B	"PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION - FINE JIGS - ELEVATION VIEW AND PLAN VIEW EL. 679350, 679500 - INSTRUMENT LOCATION - _B"	B	DSOT-DW-2400-IC-8119_B	Instrument Location	Draft	Review - TSMC	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-8118B	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION - FINE JIGS - ELEVATION VIEW - INSTRUMENT LOCATION - _B	B	DSOT-DW-2400-IC-8118_B	Instrument Location	Draft	Review - TSMC	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80292	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION JIGS - ROD MILL LUBRIFICATION - PID - _2	2	DSOT-DW-2400-IC-8029_2	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80283	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION JIGS - ROD MILL - PID - _3	3	DSOT-DW-2400-IC-8028_3	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80262	PROCESSING PLANT AREA 2400 - BALL MILL - PID - _2	2	DSOT-DW-2400-IC-8026_2	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80254	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION JIGS - JIGS SCREENS PUMP BOX - PID - _4	4	DSOT-DW-2400-IC-8025_4	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80242	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION JIGS - FINE JIG BIN #2 - PID - _2	2	DSOT-DW-2400-IC-8024_2	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80232	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION JIGS - FINE JIG BIN #2 -  PID - _2	2	DSOT-DW-2400-IC-8023_2	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80222	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION JIGS - FINE JIG BIN #1 - PID - _2	2	DSOT-DW-2400-IC-8022_2	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2400-IC-80212	PROCESSING PLANT AREA 2400 - GRAVITY SEPARATION JIGS -  FINE JIG BIN #1 - PID - _2	2	DSOT-DW-2400-IC-8021_2	Piping & Instrumentation Diagram	Draft	Construction	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-SK-2400-GE-0206B	"PROCESSING PLANT AREA - AREA 400 - JIGS, BLOWERS AND SCREENS - BATTERY LIMITS FOR SP-4141 - _B"	B	DSOT-SK-2400-GE-0206_B	General Arrangement	Accepted		Fine Jigs - Package Engineering	2400	Gravity Separation - Fine Jigs	GE	General	Met-Chem
DSOT-SO-2400-ME-00491	"SCOPE OF WORK SPECIFICATION FOR JIGS, BLOWERS AND SCREENS - _1"	1	DSOT-SO-2400-ME-0049_1	Scope of Work	Draft	Purchase	Fine Jigs - Package Engineering	2400	Gravity Separation - Fine Jigs	ME	Mechanical	AECOM
DSOT-SP-2400-IC-8103B	FUNCTIONAL DESCRIPTION - AREA 2400 - GRAVITY SEPARATION BALL & ROD MILL - _B	B	DSOT-SP-2400-IC-8103_B	Functional Description	Draft	Review - Internal	Fine Jigs Area - Instrumentation	2400	Gravity Separation - Fine Jigs	IC	Instrumentation and Controls	AECOM
DSOT-DW-2000-IC-0007-01	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 1 OF 22	00	DSOT-DW-2000-IC-0007-01_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-02	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 2 OF 22	00	DSOT-DW-2000-IC-0007-02_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-03	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 3 OF 22	00	DSOT-DW-2000-IC-0007-03_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-04	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 4 OF 22	00	DSOT-DW-2000-IC-0007-04_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-05	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 5 OF 22	00	DSOT-DW-2000-IC-0007-05_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-06	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 6 OF 22	00	DSOT-DW-2000-IC-0007-06_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-07	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 7 OF 22	00	DSOT-DW-2000-IC-0007-07_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-08	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 8 OF 22	00	DSOT-DW-2000-IC-0007-08_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-09	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 9 OF 22	00	DSOT-DW-2000-IC-0007-09_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-10	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 10 OF 22	00	DSOT-DW-2000-IC-0007-10_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-11	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 11 OF 22	00	DSOT-DW-2000-IC-0007-11_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-12	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 12 OF 22	00	DSOT-DW-2000-IC-0007-12_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-13	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 13 OF 22	00	DSOT-DW-2000-IC-0007-13_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-14	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 14 OF 22	00	DSOT-DW-2000-IC-0007-14_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-15	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 15 OF 22	00	DSOT-DW-2000-IC-0007-15_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-16	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 16 OF 22	00	DSOT-DW-2000-IC-0007-16_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-17	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 17 OF 22	00	DSOT-DW-2000-IC-0007-17_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-18	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 18 OF 22	00	DSOT-DW-2000-IC-0007-18_00	Location	Issued for Construction							
DSOT-DW-2000-IC-0007-19	DETAILED ENGINEERING - TIMMINS FACILITIES - AUTOMATION EQUIPMENT - INSTRUMENTATION LOCATION - PROCESS PLANT - 19 OF 22	00	DSOT-DW-2000-IC-0007-19_00	Location	Issued for Construction							
